VendorNumber,VendorName,Brand,Description,PurchasePrice,ActualPrice,Volume,TotalPurchaseQuantity,TotalPurchaseDollars,TotalSalesQuantity,TotalSalesDollars,TotalExciseTax,GrossProfit,ProfitMargin,SalesToPurchaseRatio,average_onhand,StockTurnover
7255,PSP WINES ,23791,Pio II Chianti 07,4.69,6.99,750,12.0,56.28,12.0,83.88,1.35,27.6,32.9,1.49,3.82,3.14
3960,DIAGEO NORTH AMERICA INC   ,6129,The Club Mudslide,1.45,1.99,200,5.0,7.25,42.0,83.58,8.82,76.33,91.33,11.53,37.0,1.14
2000,SOUTHERN WINE & SPIRITS NE ,22763,Los Dos Moscato & Chard,3.56,5.49,750,60.0,213.6,15.0,82.35,1.65,-131.25,-159.38,0.39,45.0,0.33
5612,MILTONS DISTRIBUTING CO    ,17671,Revelation Chard Pays D'Oc,4.44,6.79,750,12.0,53.28,12.0,81.48,1.35,28.2,34.61,1.53,3.82,3.14
653,STATE WINE & SPIRITS   ,32823,Beaucanon Merlot Napa,18.36,26.99,750,2.0,36.72,3.0,80.97,0.33,44.25,54.65,2.21,39.0,0.08
6785,PALM BAY INTERNATIONAL INC ,12517,Jean Luc Columbo CDR Red,5.99,8.99,750,24.0,143.76,9.0,80.91,0.99,-62.85,-77.68,0.56,27.5,0.33
660,SAZERAC NORTH AMERICA INC. ,4207,Mr Boston Triple Sec,2.05,2.79,1000,29.0,59.45,29.0,80.91,30.45,21.46,26.52,1.36,9.24,3.14
8320,SHAW ROSS INT L IMP LTD    ,35407,Blue Nun Rsl,6.12,8.99,750,34.0,208.08,9.0,80.91,0.99,-127.17,-157.17,0.39,25.0,0.36
3252,E & J GALLO WINERY         ,20448,Liberty Creek Chard Tetra Pk,1.94,2.99,500,48.0,93.12,27.0,80.73,2.1,-12.39,-15.35,0.87,21.0,1.29
8004,SAZERAC CO INC             ,2972,Eagle Rare Bourbon 17 yr,57.55,79.99,750,1.0,57.55,1.0,79.99,0.79,22.44,28.05,1.39,0.32,3.14
10754,PERFECTA WINES             ,13424,Merriam Vyds Simoneau Chard,6.7,19.99,750,12.0,80.4,4.0,79.96,0.45,-0.44,-0.55,0.99,27.0,0.15
17037,Dunn Wine Brokers          ,25759,Angels Landing Pnt Nr Sonoma,13.42,19.99,750,24.0,322.08,4.0,79.96,0.44,-242.12,-302.8,0.25,20.0,0.2
10754,PERFECTA WINES             ,24367,Ch de Pierreux Brouilly Bjls,13.79,19.99,750,12.0,165.48,4.0,79.96,0.45,-85.52,-106.95,0.48,26.0,0.15
9165,ULTRA BEVERAGE COMPANY LLP ,18621,Villa Sandi Il Fresco Rose,10.8,15.99,750,24.0,259.2,5.0,79.95,0.55,-179.25,-224.2,0.31,37.0,0.14
653,STATE WINE & SPIRITS   ,24371,Tozai Typhoon Sake,10.45,15.99,720,6.0,62.7,5.0,79.95,0.55,17.25,21.58,1.28,19.0,0.26
3960,DIAGEO NORTH AMERICA INC   ,371,Myers Platinum White Rum,7.4,9.99,1000,24.0,177.6,8.0,79.92,8.4,-97.68,-122.22,0.45,16.0,0.5
8892,TRINCHERO FAMILY ESTATES   ,22896,Sutter Home Red Blend,6.62,9.99,1500,12.0,79.44,8.0,79.92,1.8,0.48,0.6,1.01,22.0,0.36
8892,TRINCHERO FAMILY ESTATES   ,24134,Newman's Own Common Good Red,6.49,9.99,750,12.0,77.88,8.0,79.92,0.88,2.04,2.55,1.03,22.0,0.36
1392,CONSTELLATION BRANDS INC   ,16916,R Mondavi Malbec Private Slt,5.15,7.99,750,12.0,61.8,10.0,79.9,1.12,18.1,22.65,1.29,20.0,0.5
3252,E & J GALLO WINERY         ,23296,Livingston Burgundy Calif,5.15,7.99,1500,18.0,92.7,10.0,79.9,2.22,-12.8,-16.02,0.86,26.0,0.38
9815,WINE GROUP INC             ,6184,Glen Ellen Cab Svgn RSV,3.37,4.99,750,36.0,121.32,16.0,79.84,1.78,-41.48,-51.95,0.66,20.0,0.8
516,BANFI PRODUCTS CORP        ,23518,Bolla Prosecco 2 Pk,5.71,8.79,375,24.0,137.04,9.0,79.11,0.53,-57.93,-73.23,0.58,15.0,0.6
660,SAZERAC NORTH AMERICA INC. ,430,Montezuma Triple Sec,1.99,2.79,1000,24.0,47.76,28.0,78.12,29.4,30.36,38.86,1.64,42.0,0.67
7153,PINE STATE TRADING CO      ,25365,Alexander Vly Vyds Sin Znfdl,26.52,38.99,1500,8.0,212.16,2.0,77.98,0.45,-134.18,-172.07,0.37,42.0,0.05
12546,JIM BEAM BRANDS COMPANY    ,3068,Pinnacle Coconut Vodka,7.41,12.99,750,6.0,44.46,6.0,77.94,4.72,33.48,42.96,1.75,1.91,3.14
98450,Serralles Usa LLC          ,267,Don Q Coco Coconut Rum,10.39,12.99,1000,2.0,20.78,6.0,77.94,6.3,57.16,73.34,3.75,42.0,0.14
9815,WINE GROUP INC             ,43289,Fish Eye Cab Svgn,8.38,12.99,1500,30.0,251.4,6.0,77.94,1.34,-173.46,-222.56,0.31,24.0,0.25
7153,PINE STATE TRADING CO      ,44637,Sea Ridge Chard Cal,8.84,12.99,1500,6.0,53.04,6.0,77.94,1.35,24.9,31.95,1.47,1.91,3.14
7153,PINE STATE TRADING CO      ,20528,Sileni Pnt Nr,8.6,12.99,750,24.0,206.4,6.0,77.94,0.67,-128.46,-164.82,0.38,28.0,0.21
9815,WINE GROUP INC             ,14708,Conservancy Concannon Chard,8.49,12.99,750,9.0,76.41,6.0,77.94,0.68,1.53,1.96,1.02,21.0,0.29
7153,PINE STATE TRADING CO      ,20082,Maison Nicolas Merlot,8.38,12.99,750,24.0,201.12,6.0,77.94,0.66,-123.18,-158.04,0.39,18.0,0.33
9815,WINE GROUP INC             ,43354,Pinot Evil VDP Beaute Pnt Nr,4.05,6.49,750,12.0,48.6,12.0,77.88,1.35,29.28,37.6,1.6,3.82,3.14
3252,E & J GALLO WINERY         ,20449,Liberty Creek Merlot Tetra P,2.06,2.99,500,36.0,74.16,26.0,77.74,1.98,3.58,4.61,1.05,10.0,2.6
4425,MARTIGNETTI COMPANIES,27693,Gosset Grand Blanc de Blancs,50.65,76.99,750,42.0,2127.3,1.0,76.99,0.11,-2050.31,-2663.09,0.04,167.0,0.01
4425,MARTIGNETTI COMPANIES,27694,Grieve Estate Merlot,50.65,76.99,750,18.0,911.7,1.0,76.99,0.11,-834.71,-1084.18,0.08,71.0,0.01
4950,LATITUDE BEVERAGE COMPANY  ,14808,Ninety+Cellars Lot 21 Fusion,7.18,10.99,750,24.0,172.32,7.0,76.93,0.78,-95.39,-124.0,0.45,17.0,0.41
9552,M S WALKER INC             ,18669,Parducci Small Lot Pnt Gris,7.48,10.99,750,24.0,179.52,7.0,76.93,0.77,-102.59,-133.35,0.43,17.0,0.41
4950,LATITUDE BEVERAGE COMPANY  ,26077,Ninety Cellars Lot 129 Znfdl,7.23,10.99,750,12.0,86.76,7.0,76.93,0.77,-9.83,-12.78,0.89,23.0,0.3
8320,SHAW ROSS INT L IMP LTD    ,12090,Lombardo Marsala Fine IP 421,7.48,10.99,750,12.0,89.76,7.0,76.93,0.78,-12.83,-16.68,0.86,23.0,0.3
3252,E & J GALLO WINERY         ,6527,Gallo Wh Znfdl Cal,3.59,5.49,187,36.0,129.24,14.0,76.86,0.41,-52.38,-68.15,0.59,40.0,0.35
4425,MARTIGNETTI COMPANIES,15901,Merry Edwards Georg Pnt Nr,49.67,75.99,750,120.0,5960.4,1.0,75.99,0.11,-5884.41,-7743.66,0.01,78.5,0.01
10754,PERFECTA WINES             ,18686,Moillard Chard Tradition,13.1,18.99,750,36.0,471.6,4.0,75.96,0.44,-395.64,-520.85,0.16,32.0,0.12
3252,E & J GALLO WINERY         ,27442,Renato Ratti Barb d'Asti Bat,12.92,18.99,750,36.0,465.12,4.0,75.96,0.44,-389.16,-512.32,0.16,32.0,0.12
7153,PINE STATE TRADING CO      ,24545,Sileni Nano Pnt Nr,2.7,3.99,187,24.0,64.8,19.0,75.81,0.56,11.01,14.52,1.17,23.0,0.83
4425,MARTIGNETTI COMPANIES,34539,Ch Roumier-Lacoste Barsac W,17.23,24.99,375,3.0,51.69,3.0,74.97,0.17,23.28,31.05,1.45,0.96,3.14
2000,SOUTHERN WINE & SPIRITS NE ,25593,Virginia Dare Pnt Nr RRV,16.12,24.99,750,24.0,386.88,3.0,74.97,0.33,-311.91,-416.05,0.19,21.0,0.14
10754,PERFECTA WINES             ,42734,K Vntrs Viognier Columbia,16.66,24.99,750,11.0,183.26,3.0,74.97,0.33,-108.29,-144.44,0.41,26.0,0.12
9552,M S WALKER INC             ,33147,Jura Bl de Bl Brut D'Argent,10.27,14.99,750,24.0,246.48,5.0,74.95,0.55,-171.53,-228.86,0.3,33.5,0.15
660,SAZERAC NORTH AMERICA INC. ,1774,Old Thompson,9.25,12.49,1750,6.0,55.5,6.0,74.94,11.02,19.44,25.94,1.35,1.91,3.14
9552,M S WALKER INC             ,10011,Long Lake Merlot Cal,3.3,4.99,750,36.0,118.8,15.0,74.85,1.65,-43.95,-58.72,0.63,45.5,0.33
17037,Dunn Wine Brokers          ,11881,R Stemmler Carneros Pnt Nr E,25.51,36.99,750,1.0,25.51,2.0,73.98,0.22,48.47,65.52,2.9,36.5,0.05
6213,MHW LTD                    ,839,Bols Ginger Brandy,7.6,10.49,1000,12.0,91.2,7.0,73.43,7.35,-17.77,-24.2,0.81,59.5,0.12
4425,MARTIGNETTI COMPANIES,27698,Double Eagle Red Wine,48.99,72.99,750,18.0,881.82,1.0,72.99,0.11,-808.83,-1108.14,0.08,71.0,0.01
7153,PINE STATE TRADING CO      ,24060,Robertson & Duke Napa Cab Sv,15.78,23.99,750,24.0,378.72,3.0,71.97,0.33,-306.75,-426.22,0.19,21.0,0.14
7153,PINE STATE TRADING CO      ,19673,Tavernello Pinot Grigio IGT,8.27,11.99,1500,6.0,49.62,6.0,71.94,1.35,22.32,31.03,1.45,1.91,3.14
516,BANFI PRODUCTS CORP        ,16266,Walnut Crest Malbec,5.8,11.99,1500,6.0,34.8,6.0,71.94,1.35,37.14,51.63,2.07,1.91,3.14
4425,MARTIGNETTI COMPANIES,11216,Red Truck Znfdl Sonoma Cnty,8.16,11.99,750,6.0,48.96,6.0,71.94,0.68,22.98,31.94,1.47,1.91,3.14
516,BANFI PRODUCTS CORP        ,26351,Cella Lambrusco,7.74,11.99,1500,6.0,46.44,6.0,71.94,1.35,25.5,35.45,1.55,1.91,3.14
10754,PERFECTA WINES             ,18474,Ch Suau Cadillac Wh Brdx,7.94,11.99,750,6.0,47.64,6.0,71.94,0.68,24.3,33.78,1.51,1.91,3.14
2000,SOUTHERN WINE & SPIRITS NE ,15415,In the Saddle Cab Svgn,5.99,8.99,750,24.0,143.76,8.0,71.92,0.89,-71.84,-99.89,0.5,29.0,0.28
12546,JIM BEAM BRANDS COMPANY    ,18920,Skinnygirl Moscato,5.95,8.99,750,24.0,142.8,8.0,71.92,0.88,-70.88,-98.55,0.5,16.0,0.5
7153,PINE STATE TRADING CO      ,21787,LiDestri Spicy Bloody Mary,5.84,8.99,1500,12.0,70.08,8.0,71.92,1.77,1.84,2.56,1.03,22.0,0.36
9165,ULTRA BEVERAGE COMPANY LLP ,22619,Promesses de France CdRhone,5.51,7.99,750,1.0,5.51,9.0,71.91,1.0,66.4,92.34,13.05,46.0,0.2
8892,TRINCHERO FAMILY ESTATES   ,24132,Sutter Home Malbec Arg,4.07,5.99,750,12.0,48.84,12.0,71.88,1.35,23.04,32.05,1.47,3.82,3.14
4692,KOBRAND CORPORATION        ,16359,St Francis White Splash,4.02,5.99,750,12.0,48.24,12.0,71.88,1.32,23.64,32.89,1.49,3.82,3.14
9815,WINE GROUP INC             ,23561,Flip Flop Sangria,4.05,5.99,1000,12.0,48.6,12.0,71.88,1.8,23.28,32.39,1.48,3.82,3.14
10754,PERFECTA WINES             ,24793,Canyon Oaks Pink Moscato,3.97,5.99,750,12.0,47.64,12.0,71.88,1.35,24.24,33.72,1.51,3.82,3.14
9815,WINE GROUP INC             ,46664,Oak Leaf Pnt Grigio Cal,1.94,2.99,750,12.0,23.28,24.0,71.76,2.7,48.48,67.56,3.08,12.0,2.0
4425,MARTIGNETTI COMPANIES,13557,Merry Edwards Flax Vyd Pnt N,46.05,69.99,750,120.0,5526.0,1.0,69.99,0.11,-5456.01,-7795.41,0.01,98.5,0.01
7153,PINE STATE TRADING CO      ,22238,Seven Sisters Cab Svgn,9.33,13.99,750,12.0,111.96,5.0,69.95,0.56,-42.01,-60.06,0.62,25.0,0.2
1392,CONSTELLATION BRANDS INC   ,15330,Rex Goliath Moscato,9.45,13.99,1500,12.0,113.4,5.0,69.95,1.12,-43.45,-62.12,0.62,25.0,0.2
17035,PERNOD RICARD USA          ,23035,Jacobs Creek Two Lands Shirz,6.84,9.99,750,24.0,164.16,7.0,69.93,0.77,-94.23,-134.75,0.43,17.0,0.41
7255,PSP WINES ,23088,Villa Olmi Prosecco Ex Dry,6.66,9.99,750,24.0,159.84,7.0,69.93,0.78,-89.91,-128.57,0.44,17.0,0.41
10754,PERFECTA WINES             ,24143,Ozeki Platnm Junmai Dai Sake,6.57,9.99,300,36.0,236.52,7.0,69.93,0.3,-166.59,-238.22,0.3,29.0,0.24
1392,CONSTELLATION BRANDS INC   ,7412,Manischewitz Blackberry Kshr,3.3,4.99,750,24.0,79.2,14.0,69.86,1.54,-9.34,-13.37,0.88,10.0,1.4
8112,MOET HENNESSY USA INC      ,36306,Dom Chandon Pinot Meunier,15.86,22.99,750,48.0,761.28,3.0,68.97,0.33,-692.31,-1003.78,0.09,45.0,0.07
9552,M S WALKER INC             ,13375,Mionetto Organic Prosecco,11.48,16.99,750,30.0,344.4,4.0,67.96,0.44,-276.44,-406.77,0.2,26.0,0.15
10754,PERFECTA WINES             ,28050,Morgan Winery Albarino,11.25,16.99,750,60.0,675.0,4.0,67.96,0.45,-607.04,-893.23,0.1,74.0,0.05
9552,M S WALKER INC             ,398,S S Pierce Ninety Nine Gin,5.63,7.49,1000,11.0,61.93,9.0,67.41,9.45,5.48,8.13,1.09,29.0,0.31
9552,M S WALKER INC             ,401,S S Pierce Ninety Nine Bl W,5.9,7.49,1000,3.0,17.7,9.0,67.41,9.45,49.71,73.74,3.81,53.0,0.17
9165,ULTRA BEVERAGE COMPANY LLP ,846,Chinaco Anejo Tequila,52.34,66.99,750,1.0,52.34,1.0,66.99,0.79,14.65,21.87,1.28,0.32,3.14
10754,PERFECTA WINES             ,24161,Krupp Bros Chard,42.57,65.99,750,6.0,255.42,1.0,65.99,0.11,-189.43,-287.06,0.26,31.5,0.03
10754,PERFECTA WINES             ,10265,Fort Ross RSV Pnt Nr Sonoma,44.29,65.99,750,2.0,88.58,1.0,65.99,0.11,-22.59,-34.23,0.74,19.0,0.05
4425,MARTIGNETTI COMPANIES,14219,Lucien Boillot & Fils Volnay,42.85,65.99,750,60.0,2571.0,1.0,65.99,0.11,-2505.01,-3796.04,0.03,59.0,0.02
4692,KOBRAND CORPORATION        ,27827,Jadot Cote de Nuits Vaucrain,21.56,32.99,750,60.0,1293.6,2.0,65.98,0.22,-1227.62,-1860.59,0.05,58.0,0.03
653,STATE WINE & SPIRITS   ,324,Rothman & Winter Apricot,16.29,21.99,750,3.0,48.87,3.0,65.97,2.36,17.1,25.92,1.35,0.96,3.14
9165,ULTRA BEVERAGE COMPANY LLP ,23856,Pezzi King Cab Svgn Dry Crk,14.76,21.99,750,24.0,354.24,3.0,65.97,0.33,-288.27,-436.97,0.19,21.0,0.14
7153,PINE STATE TRADING CO      ,24063,Atelie Prosecco,10.78,16.49,750,36.0,388.08,4.0,65.96,0.44,-322.12,-488.36,0.17,50.0,0.08
653,STATE WINE & SPIRITS   ,20333,Mommy's Time Out Delicious R,7.18,10.99,750,3.0,21.54,6.0,65.94,0.67,44.4,67.33,3.06,41.0,0.15
1392,CONSTELLATION BRANDS INC   ,16424,Rex Goliath Pnt Nr,7.28,10.99,1500,18.0,131.04,6.0,65.94,1.32,-65.1,-98.73,0.5,12.0,0.5
9815,WINE GROUP INC             ,19019,Save Me San Francisco Merlot,7.53,10.99,750,24.0,180.72,6.0,65.94,0.66,-114.78,-174.07,0.36,30.0,0.2
2000,SOUTHERN WINE & SPIRITS NE ,13310,C K Mondavi Scarlet Five Red,7.58,10.99,1500,18.0,136.44,6.0,65.94,1.33,-70.5,-106.92,0.48,12.0,0.5
2000,SOUTHERN WINE & SPIRITS NE ,28776,C K Mondavi Svgn Bl Cal,7.38,10.99,1500,6.0,44.28,6.0,65.94,1.32,21.66,32.85,1.49,1.91,3.14
2000,SOUTHERN WINE & SPIRITS NE ,22595,CK Mondavi Blonde Five,7.48,10.99,1500,12.0,89.76,6.0,65.94,1.35,-23.82,-36.12,0.73,24.0,0.25
90024,VINILANDIA USA             ,25246,M Sullberg Chard,7.09,10.99,750,24.0,170.16,6.0,65.94,0.66,-104.22,-158.05,0.39,18.0,0.33
4950,LATITUDE BEVERAGE COMPANY  ,25890,Lila Rose 4 Pk Cans,7.28,10.99,1000,6.0,43.68,6.0,65.94,0.9,22.26,33.76,1.51,1.91,3.14
2000,SOUTHERN WINE & SPIRITS NE ,11143,C K Mondavi Willow Spr Chard,3.92,5.99,750,24.0,94.08,11.0,65.89,1.21,-28.19,-42.78,0.7,13.0,0.85
2000,SOUTHERN WINE & SPIRITS NE ,13826,Hazlitt Vyds Red Cat Finger,3.68,5.49,187,12.0,44.16,12.0,65.88,0.34,21.72,32.97,1.49,3.82,3.14
8004,SAZERAC CO INC             ,5683,Dr McGillicuddy's Apple Pie,0.39,0.49,50,6.0,2.34,134.0,65.66,7.04,63.32,96.44,28.06,166.0,0.81
3924,HEAVEN HILL DISTILLERIES   ,867,Rosita Tequila Liqueur,5.4,7.29,1000,9.0,48.6,9.0,65.61,9.45,17.01,25.93,1.35,33.0,0.27
1590,DIAGEO CHATEAU ESTATE WINES,16330,Cherry On Top Sweet White,7.14,12.99,750,1.0,7.14,5.0,64.95,0.55,57.81,89.01,9.1,80.0,0.06
9815,WINE GROUP INC             ,43291,Fish Eye Merlot,8.6,12.99,1500,18.0,154.8,5.0,64.95,1.13,-89.85,-138.34,0.42,13.0,0.38
9165,ULTRA BEVERAGE COMPANY LLP ,20988,Pizzolato Merlot,8.78,12.99,750,12.0,105.36,5.0,64.95,0.56,-40.41,-62.22,0.62,25.0,0.2
8673,STE MICHELLE WINE ESTATES  ,16455,One Four Brut Rose 1/4,8.66,12.99,187,48.0,415.68,5.0,64.95,0.15,-350.73,-540.0,0.16,43.0,0.12
10754,PERFECTA WINES             ,20353,Quinta da Cosaboa TintaBoa,8.49,12.99,750,48.0,407.52,5.0,64.95,0.55,-342.57,-527.44,0.16,43.0,0.12
90011,FORTUNE WINE BROKERS LLC   ,17896,Ch L'Argentier Vignes Cin 09,8.78,12.99,750,12.0,105.36,5.0,64.95,0.55,-40.41,-62.22,0.62,25.0,0.2
4425,MARTIGNETTI COMPANIES,317,Triple Eight Vodka,24.23,31.99,750,2.0,48.46,2.0,63.98,1.58,15.52,24.26,1.32,0.64,3.14
2000,SOUTHERN WINE & SPIRITS NE ,22226,Geyser Peak Pnt Nr,9.99,15.99,750,1.0,9.99,4.0,63.96,0.44,53.97,84.38,6.4,490.5,0.01
3252,E & J GALLO WINERY         ,7316,New Amsterdam Red Berry Vdka,12.02,15.99,1750,1.0,12.02,4.0,63.96,7.36,51.94,81.21,5.32,41.0,0.1
1392,CONSTELLATION BRANDS INC   ,32514,Hogue Cellars Genesis Merlot,10.38,15.99,750,24.0,249.12,4.0,63.96,0.44,-185.16,-289.49,0.26,20.0,0.2
10754,PERFECTA WINES             ,26458,Groppello CaMaiol Red,11.03,15.99,750,36.0,397.08,4.0,63.96,0.45,-333.12,-520.83,0.16,32.0,0.12
1392,CONSTELLATION BRANDS INC   ,8923,Taylor Lake Country Wh,5.26,7.99,3000,8.0,42.08,8.0,63.92,3.6,21.84,34.17,1.52,2.55,3.14
7153,PINE STATE TRADING CO      ,22138,Madame Fleur Rose Vin d Pays,5.36,7.99,750,24.0,128.64,8.0,63.92,0.88,-64.72,-101.25,0.5,16.0,0.5
7153,PINE STATE TRADING CO      ,16912,Ch Julien Royalty Red,3.44,5.29,750,12.0,41.28,12.0,63.48,1.35,22.2,34.97,1.54,3.82,3.14
9552,M S WALKER INC             ,26838,St Hilaire Cr de Limoux Rose,12.98,19.99,750,27.0,350.46,3.0,59.97,0.34,-290.49,-484.39,0.17,42.0,0.07
3252,E & J GALLO WINERY         ,39255,Las Rocas Garnacha Vinas Vi,9.86,14.99,750,18.0,177.48,4.0,59.96,0.45,-117.52,-196.0,0.34,50.0,0.08
7153,PINE STATE TRADING CO      ,19909,6 Degrees Chard,7.99,11.99,750,24.0,191.76,5.0,59.95,0.55,-131.81,-219.87,0.31,19.0,0.26
90037,THE PIERPONT GROUP LLC     ,23139,Toschi Pnt Nr,8.16,11.99,750,24.0,195.84,5.0,59.95,0.55,-135.89,-226.67,0.31,19.0,0.26
90024,VINILANDIA USA             ,26235,Margaret's Chard,8.27,11.99,750,24.0,198.48,5.0,59.95,0.55,-138.53,-231.08,0.3,19.0,0.26
90047,CRUSH WINES                ,15844,Ch Charrier Brdx,8.1,11.99,750,12.0,97.2,5.0,59.95,0.55,-37.25,-62.14,0.62,25.0,0.2
8673,STE MICHELLE WINE ESTATES  ,34333,Snoqualmie Cabernet/Merlot,6.45,9.99,750,24.0,154.8,6.0,59.94,0.66,-94.86,-158.26,0.39,29.0,0.21
9819,TREASURY WINE ESTATES      ,18978,900 Grapes Svgn Bl,6.75,9.99,750,6.0,40.5,6.0,59.94,0.68,19.44,32.43,1.48,1.91,3.14
3252,E & J GALLO WINERY         ,18137,Gallo Twin Vly Red Moscato,6.84,9.99,1500,17.0,116.28,6.0,59.94,1.33,-56.34,-93.99,0.52,11.0,0.55
516,BANFI PRODUCTS CORP        ,25751,Riunite Peach Moscato,6.8,9.99,1500,6.0,40.8,6.0,59.94,1.35,19.14,31.93,1.47,1.91,3.14
1392,CONSTELLATION BRANDS INC   ,6295,Taylor Sherry,3.42,4.99,750,12.0,41.04,12.0,59.88,1.35,18.84,31.46,1.46,3.82,3.14
9815,WINE GROUP INC             ,6427,Glen Ellen Merlot RSV,3.42,4.99,750,12.0,41.04,12.0,59.88,1.35,18.84,31.46,1.46,3.82,3.14
4425,MARTIGNETTI COMPANIES,18459,Tussock Jumper Malbec,3.26,4.99,750,12.0,39.12,12.0,59.88,1.34,20.76,34.67,1.53,3.82,3.14
10754,PERFECTA WINES             ,22857,Freedom Hill Vyd Pnt Nr,19.07,28.99,375,48.0,915.36,2.0,57.98,0.12,-857.38,-1478.75,0.06,46.0,0.04
8892,TRINCHERO FAMILY ESTATES   ,25926,Outlier Pnt Nr,7.71,11.49,750,24.0,185.04,5.0,57.45,0.55,-127.59,-222.09,0.31,19.0,0.26
653,STATE WINE & SPIRITS   ,20165,Bonal Apertif,12.25,18.99,750,3.0,36.75,3.0,56.97,0.33,20.22,35.49,1.55,0.96,3.14
17037,Dunn Wine Brokers          ,16069,Voila Cellars Pnt Nr,12.92,18.99,750,24.0,310.08,3.0,56.97,0.33,-253.11,-444.29,0.18,21.0,0.14
1392,CONSTELLATION BRANDS INC   ,29203,La Terre Chard Cal,6.54,9.49,1500,18.0,117.72,6.0,56.94,1.32,-60.78,-106.74,0.48,12.0,0.5
9815,WINE GROUP INC             ,13548,Lucky Duck Shiraz,2.56,3.79,750,24.0,61.44,15.0,56.85,1.65,-4.59,-8.07,0.93,27.0,0.56
1189,BULLY BOY DISTILLERS       ,2240,Bully Boy White Whiskey,15.03,27.99,750,10.0,150.3,2.0,55.98,1.57,-94.32,-168.49,0.37,44.0,0.05
17037,Dunn Wine Brokers          ,20646,Pleasures Chard,9.65,13.99,750,24.0,231.6,4.0,55.96,0.44,-175.64,-313.87,0.24,22.0,0.18
1650,Circa Wines                ,46904,Banyan Gewurz Monterey,9.26,13.99,750,24.0,222.24,4.0,55.96,0.44,-166.28,-297.14,0.25,20.0,0.2
2000,SOUTHERN WINE & SPIRITS NE ,20758,Feudo Zirtari Chardonnay In,9.26,13.99,750,12.0,111.12,4.0,55.96,0.44,-55.16,-98.57,0.5,26.0,0.15
17035,PERNOD RICARD USA          ,23033,Jacobs Creek Two Lands Cab S,9.65,13.99,750,12.0,115.8,4.0,55.96,0.45,-59.84,-106.93,0.48,26.0,0.15
7153,PINE STATE TRADING CO      ,27250,Forestville Cab Svgn Cal,5.51,7.99,750,24.0,132.24,7.0,55.93,0.79,-76.31,-136.44,0.42,17.0,0.41
7153,PINE STATE TRADING CO      ,13270,Backhouse Cab Svgn,3.97,6.99,750,24.0,95.28,8.0,55.92,0.88,-39.36,-70.39,0.59,16.0,0.5
10754,PERFECTA WINES             ,35757,Ken Wright McCrone Ore Pnt N,36.42,54.99,750,36.0,1311.12,1.0,54.99,0.11,-1256.13,-2284.29,0.04,143.0,0.01
653,STATE WINE & SPIRITS   ,19654,Manifesto! Znfdl,7.38,10.99,750,146.0,1077.48,5.0,54.95,0.55,-1022.53,-1860.84,0.05,82.5,0.06
9552,M S WALKER INC             ,13129,Salmon Creek Cab Svgn Cal,7.14,10.99,1500,18.0,128.52,5.0,54.95,1.1,-73.57,-133.89,0.43,13.0,0.38
3252,E & J GALLO WINERY         ,46145,Gallo Pnt Nr Pavia,3.79,5.49,750,24.0,90.96,10.0,54.9,1.11,-36.06,-65.68,0.6,14.0,0.71
653,STATE WINE & SPIRITS   ,2931,Hayman's Sloe Gin,19.28,26.99,750,2.0,38.56,2.0,53.98,1.58,15.42,28.57,1.4,0.64,3.14
90024,VINILANDIA USA             ,25150,McNab Ridge Cab Svgn,11.84,17.99,750,24.0,284.16,3.0,53.97,0.33,-230.19,-426.51,0.19,21.0,0.14
7153,PINE STATE TRADING CO      ,20016,Camelot Pnt Nr,5.88,8.99,750,24.0,141.12,6.0,53.94,0.66,-87.18,-161.62,0.38,18.0,0.33
17035,PERNOD RICARD USA          ,18874,Jacobs Crk Sweet Red,4.05,8.99,750,6.0,24.3,6.0,53.94,0.68,29.64,54.95,2.22,1.91,3.14
7153,PINE STATE TRADING CO      ,20627,Aichenberg Gruner Veltliner,5.91,8.99,750,24.0,141.84,6.0,53.94,0.66,-87.9,-162.96,0.38,18.0,0.33
4425,MARTIGNETTI COMPANIES,19703,Round Hill Chard,2.93,4.49,750,12.0,35.16,12.0,53.88,1.35,18.72,34.74,1.53,3.82,3.14
3252,E & J GALLO WINERY         ,15004,David Stone Pnt Nr,3.1,4.49,750,12.0,37.2,12.0,53.88,1.35,16.68,30.96,1.45,3.82,3.14
17035,PERNOD RICARD USA          ,452,Hiram Walker Peppermint Schn,6.81,8.79,1000,6.0,40.86,6.0,52.74,6.3,11.88,22.53,1.29,1.91,3.14
1392,CONSTELLATION BRANDS INC   ,6486,Vendange Chard,2.14,3.29,750,60.0,128.4,16.0,52.64,1.79,-75.76,-143.92,0.41,44.0,0.36
1392,CONSTELLATION BRANDS INC   ,35180,Vendange Shiraz,4.9,7.49,1500,18.0,88.2,7.0,52.43,1.56,-35.77,-68.22,0.59,11.0,0.64
9815,WINE GROUP INC             ,19255,Yosemite Road Red,2.28,3.49,750,12.0,27.36,15.0,52.35,1.67,24.99,47.74,1.91,41.0,0.37
653,STATE WINE & SPIRITS   ,24776,Amayna Chard,17.92,25.99,750,12.0,215.04,2.0,51.98,0.22,-163.06,-313.7,0.24,10.0,0.2
2000,SOUTHERN WINE & SPIRITS NE ,15054,C K Mondavi Moscato,8.44,12.99,1500,12.0,101.28,4.0,51.96,0.89,-49.32,-94.92,0.51,26.0,0.15
